iter	Logloss
528	0.4839050601
529	0.4837771414
530	0.4836749866
531	0.4835391803
532	0.4834090834
533	0.4832470438
534	0.483051006
535	0.4828572619
536	0.4826650246
537	0.4824992953
538	0.4823521677
539	0.48224328
540	0.482071188
541	0.4818919063
542	0.4817322198
543	0.4815905141
544	0.4814325501
545	0.4813473287
546	0.4811621143
547	0.4810510486
548	0.4809795141
549	0.480814673
550	0.480719968
551	0.4805703109
552	0.4804050932
553	0.4802669991
554	0.480133779
555	0.4800065146
556	0.4798834536
557	0.4796848172
558	0.4795091898
559	0.4793370403
560	0.4791820314
561	0.479020964
562	0.4789188464
563	0.4788313777
564	0.4786853335
565	0.4785180104
566	0.4783284034
567	0.4781516042
568	0.4780026382
569	0.4778652337
570	0.4777122105
571	0.4774312019
572	0.477232605
573	0.4771037889
574	0.4769391179
575	0.4767948256
576	0.4765607273
577	0.4764359313
578	0.4763243294
579	0.4762113125
580	0.476008931
581	0.4759201781
582	0.4757584608
583	0.4755713099
584	0.4754280334
585	0.4753006692
586	0.4751542762
587	0.475000558
588	0.4748677495
589	0.4747105324
590	0.4745972942
591	0.4744159799
592	0.474257686
593	0.4741474288
594	0.4740138606
595	0.4738508986
596	0.4736963973
597	0.4735849443
598	0.4734285005
599	0.473369207
600	0.47322659
601	0.4731283122
602	0.4729847868
603	0.4728814797
604	0.4727702067
605	0.4726351964
606	0.4725185865
607	0.4723279496
608	0.4722022951
609	0.4720682211
610	0.4719371551
611	0.4718325426
612	0.471671167
613	0.4716055693
614	0.4714325319
615	0.4713852943
616	0.4711893085
617	0.471082466
618	0.470919388
619	0.4708024623
620	0.4706295605
621	0.4704619223
622	0.4703421724
623	0.4702176165
624	0.470077542
625	0.4699607413
626	0.4698228267
627	0.4697083631
628	0.4696009939
629	0.4694862757
630	0.4693494164
631	0.4691602259
632	0.4690154765
633	0.4689031431
634	0.4687393292
635	0.4685321954
636	0.4684157985
637	0.4682767332
638	0.4681783132
639	0.4680122178
640	0.4678599149
641	0.4677007903
642	0.4675617853
643	0.4673769534
644	0.467254207
645	0.4671199833
646	0.4668933177
647	0.4667977351
648	0.4666612168
649	0.4665100295
650	0.4663835759
651	0.466242151
652	0.4661633978
653	0.4660101753
654	0.4658613063
655	0.465767217
656	0.46559979
657	0.4655095257
658	0.4653326243
659	0.465252881
660	0.4651169261
661	0.4649163283
662	0.4647819791
663	0.4646729622
664	0.4645288097
665	0.4644264403
666	0.4642556986
667	0.4641304256
668	0.463983641
669	0.4638534563
670	0.4638098615
671	0.4637617278
672	0.4636403556
673	0.4635119299
674	0.4634042682
675	0.4632514891
676	0.4630841344
677	0.462944865
678	0.4627985239
679	0.4626926112
680	0.4625774164
681	0.4624665701
682	0.462318393
683	0.462188954
684	0.4621059996
685	0.4619887786
686	0.4618574369
687	0.4617097233
688	0.461543726
689	0.4613815871
690	0.4612056429
691	0.4611181373
692	0.4610134673
693	0.4609144196
694	0.4607489702
695	0.460634902
696	0.4605023917
697	0.4603602373
698	0.4602316757
699	0.4600872834
700	0.4599902268
701	0.4598541717
702	0.4597371805
703	0.4595935251
704	0.4594327138
705	0.4592535712
706	0.4591848699
707	0.4590609995
708	0.4589168356
709	0.4588062178
710	0.4586514965
711	0.4585656565
712	0.4584460626
713	0.4583544205
714	0.4581742763
715	0.4580802881
716	0.4579873415
717	0.4578895009
718	0.457782637
719	0.4576530961
720	0.4574909583
721	0.4573553544
722	0.457255991
723	0.4571203738
724	0.4569834227
725	0.4568738193
726	0.4566769451
727	0.4565422519
728	0.4564489011
729	0.4563370563
730	0.4561843291
731	0.456055805
732	0.4559177008
733	0.4558248283
734	0.4557285764
735	0.455615436
736	0.4554327161
737	0.455236887
738	0.4550844153
739	0.4549610912
740	0.4547961394
741	0.4546117834
742	0.4545004345
743	0.4543720854
744	0.454218654
745	0.4540776699
746	0.4539451131
747	0.45382548
748	0.4536364261
749	0.4534988196
750	0.4534049256
751	0.4532875447
752	0.4531635183
753	0.4530655041
754	0.4529209116
755	0.4527951364
756	0.4526932734
757	0.4525962322
758	0.4524226334
759	0.4523121489
760	0.4521701343
761	0.4520413765
762	0.4519034112
763	0.451777826
764	0.4516496297
765	0.451508397
766	0.4513488438
767	0.4512298631
768	0.4511034972
769	0.4509708596
770	0.4508713304
771	0.450783623
772	0.450672293
773	0.450568151
774	0.4504482165
775	0.4503461178
776	0.4501913875
777	0.4500652338
778	0.4499340249
779	0.4498674514
780	0.4497933082
781	0.4496667871
782	0.4496512174
783	0.4495659785
784	0.4494266434
785	0.4493046371
786	0.4491540093
787	0.4490032072
788	0.4488769125
789	0.448712152
790	0.4485628003
791	0.4484248571
792	0.4482850683
793	0.4481836537
794	0.4480463121
795	0.4478768072
796	0.4477351673
797	0.4476200208
798	0.4474904796
799	0.4473620269
800	0.4472304163
801	0.4471082607
802	0.4469414294
803	0.4468427358
804	0.4467614889
805	0.4466713371
806	0.4465682811
807	0.4464176697
808	0.4462957757
809	0.4461451226
810	0.446002609
811	0.4458356977
812	0.4457300375
813	0.4455591527
814	0.4454411328
815	0.4453464334
816	0.4452277518
817	0.4450751845
818	0.4449496135
819	0.4448886922
820	0.4447489878
821	0.4446109635
822	0.444463592
823	0.4444319271
824	0.4442959893
825	0.4442383398
826	0.444181881
827	0.4440981496
828	0.4439894924
829	0.4438269947
830	0.4437511634
831	0.4436015685
832	0.4435021175
833	0.4433591851
834	0.443248288
835	0.4430713141
836	0.4429678971
837	0.4428821083
838	0.4427742339
839	0.4426475382
840	0.4424726273
841	0.4423418936
842	0.4422432611
843	0.4421304166
844	0.4420126747
845	0.4418430897
846	0.441725899
847	0.4415948356
848	0.4414403312
849	0.4412593906
850	0.4411256534
851	0.4409957794
852	0.4408617955
853	0.4406972094
854	0.4406221857
855	0.4405264845
856	0.440362615
857	0.4402057577
858	0.440085816
859	0.4399831484
860	0.4398839116
861	0.4398344954
862	0.4397047738
863	0.4395839974
864	0.439445099
865	0.4393557398
866	0.4391943975
867	0.4390750495
868	0.4389123428
869	0.4387955599
870	0.4387298184
871	0.4386132354
872	0.4385104031
873	0.4383407891
874	0.4382041491
875	0.4380786356
876	0.4379192851
877	0.4377851005
878	0.4376769578
879	0.4375287212
880	0.4374110034
881	0.4372693503
882	0.4371134661
883	0.4369818015
884	0.4368486476
885	0.4367474491
886	0.4366170858
887	0.4364665537
888	0.4363747596
889	0.4362771712
890	0.4361851008
891	0.4360626138
892	0.4359315246
893	0.4358101169
894	0.4357385484
895	0.4356575672
896	0.4354739202
897	0.4353116302
898	0.4351645884
899	0.4350106032
900	0.4348804601
901	0.4347710012
902	0.4347547101
903	0.4346058112
904	0.4344964922
905	0.4343505992
906	0.4342561488
907	0.4341824693
908	0.4340554589
909	0.4340323868
910	0.4339000385
911	0.4337177352
912	0.433567502
913	0.4334643826
914	0.4333575395
915	0.4332479924
916	0.4331411328
917	0.4330040157
918	0.4329030232
919	0.4327722329
920	0.432671867
921	0.4325566734
922	0.4324198826
923	0.4322693362
924	0.4321367237
925	0.431993002
926	0.4318555084
927	0.4317509871
928	0.4316521526
929	0.4315736567
930	0.4314903132
931	0.4314369139
932	0.4313150462
933	0.4312478959
934	0.4312038586
935	0.4310732943
936	0.4309455903
937	0.4308122427
938	0.430683741
939	0.4305374852
940	0.4304576486
941	0.4303443496
942	0.4302296666
943	0.4301069806
944	0.4299893774
945	0.4298434514
946	0.429751573
947	0.4296435786
948	0.429592981
949	0.4294958637
950	0.4293997889
951	0.4292773353
952	0.4291230907
953	0.4290271739
954	0.4289827307
955	0.4288615358
956	0.4287290782
957	0.4286300067
958	0.4286149959
959	0.4285016345
960	0.4284094583
961	0.4282687149
962	0.4281203704
963	0.4280067203
964	0.4278690902
965	0.4277410591
966	0.4275853355
967	0.4274623396
968	0.4273465968
969	0.4271934041
970	0.4270694329
971	0.4269476168
972	0.4268137522
973	0.4266967582
974	0.4265698775
975	0.4264678092
976	0.4263120333
977	0.4262037225
978	0.4260724784
979	0.425964517
980	0.4258398504
981	0.4257075381
982	0.4255922267
983	0.4254362398
984	0.4252916122
985	0.425160078
986	0.425031105
987	0.4248589027
988	0.4247421236
989	0.4246091209
990	0.4244965565
991	0.4243904322
992	0.4242746317
993	0.4242071799
994	0.424100789
995	0.4240197842
996	0.4238765975
997	0.4236931738
998	0.4235815753
999	0.4234757517
