iter	Logloss
117	0.3918747961
118	0.3909972209
119	0.3902696906
120	0.3892402581
121	0.3883504959
122	0.3874408191
123	0.3863212121
124	0.3855815852
125	0.3844923909
126	0.3835391906
127	0.3826424958
128	0.3818102528
129	0.3807185949
130	0.3797948863
131	0.3791943737
132	0.3784223599
133	0.3776243659
134	0.376761322
135	0.3760976873
136	0.3753349607
137	0.3749649661
138	0.3741967987
139	0.3736231353
140	0.3729067046
141	0.3722473992
142	0.371375852
143	0.3707458153
144	0.3701261232
145	0.3694805723
146	0.3689575722
147	0.3684660312
148	0.3678641092
149	0.3673721147
150	0.3668241987
151	0.3663567998
152	0.3656366697
153	0.3648915364
154	0.3643925997
155	0.3637059296
156	0.3633784466
157	0.362623607
158	0.3619474479
159	0.3614177973
160	0.3607543851
161	0.3603881812
162	0.3596987488
163	0.3592028271
164	0.3584409879
165	0.3578475011
166	0.3575084123
167	0.3570972595
168	0.3567656716
169	0.3561032454
170	0.3556971008
171	0.3551092465
172	0.3546014975
173	0.3540716755
174	0.3536071442
175	0.3530800801
176	0.3525292797
177	0.3519635239
178	0.3513256809
179	0.350890148
180	0.350321919
181	0.349630649
182	0.3490875142
183	0.3485138282
184	0.3481434432
185	0.3477999845
186	0.3472466334
187	0.3466916829
188	0.3463638049
189	0.3458029752
190	0.3454269749
191	0.344924599
192	0.3445939618
193	0.3440858031
194	0.3439358589
195	0.3434268743
196	0.3429925738
197	0.3426681347
198	0.3423877736
199	0.3420392625
200	0.3416969988
201	0.3413290696
202	0.3409755487
203	0.3407832512
204	0.3405323205
205	0.3399725123
206	0.3395301315
207	0.3391062221
208	0.3387311197
209	0.338503696
210	0.3381210074
211	0.3377173401
212	0.3374129482
213	0.3368913111
214	0.3365838396
215	0.3362616136
216	0.3357193378
217	0.3352900461
218	0.3350192129
219	0.3344410049
220	0.3340852551
221	0.333658191
222	0.3333202454
223	0.3332185898
224	0.3328888012
225	0.3326816997
226	0.332364087
227	0.3320584885
228	0.3315162091
229	0.3312431725
230	0.3307978597
231	0.3303028839
232	0.3297480591
233	0.3294087065
234	0.3291658645
235	0.3288505517
236	0.3284863367
237	0.3280047189
238	0.3277446102
239	0.3274576867
240	0.327197235
241	0.3270671071
242	0.3267062883
243	0.3263781538
244	0.3261005552
245	0.3257410744
246	0.3254786046
247	0.3251918879
248	0.3249244402
249	0.3247510793
250	0.3245074817
251	0.3243480108
252	0.3238983303
253	0.3235659593
254	0.3231882928
255	0.3229968225
256	0.3228573082
257	0.3225989263
258	0.3223382813
259	0.3219844589
260	0.321797389
261	0.3214555763
262	0.3210984644
263	0.3209125489
264	0.320629093
265	0.3204157346
266	0.320278857
267	0.3200240628
268	0.3198076466
269	0.3194838543
270	0.3193598674
271	0.318936871
272	0.318771069
273	0.3184594709
274	0.3181801449
275	0.3178650317
276	0.3176239567
277	0.3173320177
278	0.3168327632
279	0.3165371104
280	0.3163153071
281	0.316176954
282	0.3160005818
283	0.3157695416
284	0.315500365
285	0.3153863986
286	0.3152703946
287	0.3149876757
288	0.314762931
289	0.3145137063
290	0.3142552602
291	0.3141094423
292	0.3139010907
293	0.3137428813
294	0.3134378019
295	0.31331193
296	0.3131778871
297	0.3130215912
298	0.3127005229
299	0.3125365693
300	0.312428371
301	0.3122983561
302	0.3119963237
303	0.3117840053
304	0.3115603793
305	0.3114362023
306	0.311322254
307	0.3111329099
308	0.3108992673
309	0.3108126219
310	0.3107440131
311	0.3105764835
312	0.3103505073
313	0.3101817346
314	0.310003768
315	0.3097460753
316	0.3094453018
317	0.3090558065
318	0.3086639109
319	0.3085254823
320	0.308287546
321	0.3080261302
322	0.3078632038
323	0.3077151475
324	0.3074531768
325	0.3072370011
326	0.3070769923
327	0.3068086724
328	0.3065255997
329	0.3063539094
330	0.306263109
331	0.3060874518
332	0.3058601126
333	0.3057339413
334	0.3054261277
335	0.3052170748
336	0.3051143276
337	0.3049831264
338	0.3046555149
339	0.3046067936
340	0.3044597282
341	0.3042521313
342	0.3039984688
343	0.3038757924
344	0.3037101874
345	0.3035817514
346	0.3033491044
347	0.3030729112
348	0.3029366318
349	0.3027905651
350	0.3026371586
351	0.3023149652
352	0.3020603181
353	0.3019256872
354	0.3018008578
355	0.3016538787
356	0.3015544478
357	0.3013550435
358	0.3012053323
359	0.3009880284
360	0.3008697122
361	0.3007595985
362	0.3005794972
363	0.3003628995
364	0.3001655952
365	0.2999701061
366	0.2998586602
367	0.2996611437
368	0.2995406468
369	0.2993835177
370	0.2992887754
371	0.2991388169
372	0.2989902025
373	0.298843228
374	0.2986793309
375	0.2984918989
376	0.2983393687
377	0.2981927919
378	0.2980023343
379	0.2978169723
380	0.2977145905
381	0.2975352911
382	0.2973047495
383	0.2971752666
384	0.2970143795
385	0.2968670116
386	0.2966904559
387	0.2964702786
388	0.2962611123
389	0.295988129
390	0.2959181636
391	0.2958842143
392	0.2957317247
393	0.2956655902
394	0.2952653707
395	0.2951824089
396	0.2950667859
397	0.2949642643
398	0.2947877894
399	0.294720159
400	0.2946419494
401	0.2943427124
402	0.2942661161
403	0.2941924323
404	0.2940495504
405	0.2939253898
406	0.2937351716
407	0.2935634019
408	0.2934260793
409	0.2933667082
410	0.2931443702
411	0.2931088308
412	0.2930150189
413	0.292910563
414	0.2926361104
415	0.2925115394
416	0.2923648897
417	0.2923111526
418	0.2921484176
419	0.2920197754
420	0.2918575908
421	0.2918061851
422	0.2916604144
423	0.2915370381
424	0.2914257787
425	0.29119932
426	0.2909497021
427	0.2908047854
428	0.2906194409
429	0.2905045951
430	0.2904418635
431	0.290346486
432	0.2901566923
433	0.2900845765
434	0.2899490184
435	0.2897902385
436	0.2897395015
437	0.2895067339
438	0.2893467309
439	0.2891579011
440	0.2889215693
441	0.2886653801
442	0.288496059
443	0.2882818999
444	0.28815804
445	0.2880577736
446	0.2879301513
447	0.287735876
448	0.2875682492
449	0.2874773597
450	0.2873458161
451	0.2871872382
452	0.2870559807
453	0.2869850233
454	0.2868478248
455	0.2867244879
456	0.2866549138
457	0.2865648656
458	0.2864350057
459	0.2863824954
460	0.286257034
461	0.2860786793
462	0.2858357998
463	0.2856293794
464	0.2855056462
465	0.2853179481
466	0.2851876029
467	0.285114844
468	0.2850425813
469	0.2847933178
470	0.284665075
471	0.2846246498
472	0.2844574255
473	0.2843816027
474	0.2842881082
475	0.2842260786
476	0.2841263348
477	0.2840750712
478	0.2840037514
479	0.2838245229
480	0.2837173753
481	0.2836615823
482	0.28353387
483	0.2834000364
484	0.2833175735
485	0.2832681694
486	0.2831324983
487	0.2830408536
488	0.2828748593
489	0.282760739
490	0.2826677164
491	0.282443469
492	0.2823744054
493	0.2822329943
494	0.2820380472
495	0.2819024449
496	0.2817950577
497	0.2817016121
498	0.2815530842
499	0.2814964681
500	0.2814318949
501	0.2813985927
502	0.2812732666
503	0.2810820308
504	0.2810812882
505	0.280858629
506	0.2807465844
507	0.2806080535
508	0.2805306013
509	0.2803870967
510	0.2803103878
511	0.2802077648
512	0.2800417198
513	0.2799559556
514	0.2798219382
515	0.2796426265
516	0.2794690459
517	0.2794147517
518	0.2792859156
519	0.2791829687
520	0.2790710607
521	0.2789626781
522	0.2788536846
523	0.2786920859
524	0.2786362109
525	0.2786028306
526	0.2785004543
527	0.2783122743
528	0.2782001614
529	0.278137468
530	0.2780851897
531	0.2779796032
532	0.2778435652
533	0.277770053
534	0.2775607393
535	0.2774679687
536	0.2773319602
537	0.2771707905
538	0.2770350489
539	0.2769309095
540	0.2767542265
541	0.2766431136
542	0.2765466208
543	0.2763855105
544	0.2762278318
545	0.276104048
546	0.2759019401
547	0.2758128817
548	0.2757511381
549	0.2756583267
550	0.2755347542
551	0.2754098249
552	0.2752824692
553	0.2751472053
554	0.2751005308
555	0.2749562304
556	0.2749045482
557	0.2747538672
558	0.2746126714
559	0.2744605193
560	0.2743535815
561	0.274249341
562	0.2740605008
563	0.2738301104
564	0.2736423376
565	0.2734880555
566	0.2733579023
567	0.2731950188
568	0.2730843578
569	0.2727591604
570	0.2726920643
571	0.2726117923
572	0.2723926785
573	0.2723028439
574	0.2722282523
575	0.2720680955
576	0.2719463824
577	0.2718451949
578	0.2717482755
579	0.2716558912
580	0.2714146439
581	0.2712573272
582	0.271247189
583	0.2712453617
584	0.2710952298
585	0.2709853801
586	0.2709036521
587	0.2708330145
588	0.2707641744
589	0.2706788039
590	0.2704782879
591	0.2703743571
592	0.2702441402
593	0.2701269023
594	0.2700796875
595	0.2699257075
596	0.269838969
597	0.2697687332
598	0.26956181
599	0.2694818448
600	0.269255323
601	0.2691943556
602	0.2691011013
603	0.2689591648
604	0.2687448302
605	0.268702665
606	0.2686474014
607	0.2685856047
608	0.2684690815
609	0.2682698621
610	0.2681448583
611	0.2679913424
612	0.2679822996
613	0.2678056629
614	0.2677260422
615	0.26761399
616	0.2675674837
617	0.2673682103
618	0.2672468417
619	0.2671501726
620	0.2669959775
621	0.2668499251
622	0.266684878
623	0.2666251891
624	0.2665061144
625	0.2664091921
626	0.2663085719
627	0.2661962811
628	0.2659939008
629	0.2658470011
630	0.2657848394
631	0.2657231488
632	0.2656236304
633	0.2654571074
634	0.2653636451
635	0.2652722912
636	0.2650392832
637	0.2649093126
638	0.2647531064
639	0.2646879526
640	0.264646509
641	0.2645380317
642	0.2644682173
643	0.2643232909
644	0.2641733578
645	0.2639391373
646	0.2638278398
647	0.2637331581
648	0.2636023021
649	0.2634683215
650	0.2632658693
651	0.2631880671
652	0.2630969938
653	0.2630226137
654	0.2629425035
655	0.2627580984
656	0.2625407147
657	0.2625095568
658	0.2623500097
659	0.2623173173
660	0.2621424544
661	0.262028885
662	0.261958306
663	0.2618572531
664	0.2617586407
665	0.261595084
666	0.2615613758
667	0.2613293737
668	0.2612775893
669	0.2610394641
670	0.2609079724
671	0.2607172215
672	0.2606772805
673	0.2605849568
674	0.2604300107
675	0.2601711185
676	0.2600321518
677	0.2599144794
678	0.2597673618
679	0.2596699852
680	0.2595789812
681	0.259530974
682	0.2593844778
683	0.2593106414
684	0.2592184426
685	0.2591360553
686	0.2591151442
687	0.2589555516
688	0.2587928303
689	0.2586736607
690	0.2585208585
691	0.2583686421
692	0.2582680025
693	0.258108571
694	0.2580711123
695	0.2580191588
696	0.2578808746
697	0.2577686047
698	0.2576444639
699	0.2575576254
700	0.2574072161
701	0.2572869309
702	0.2571705698
703	0.2570306251
704	0.2569244027
705	0.2568234266
706	0.256698108
707	0.2566102169
708	0.2563080014
709	0.2561594896
710	0.2560507501
711	0.2559523403
712	0.2557880703
713	0.2555857897
714	0.2554943993
715	0.2552754161
716	0.2551398061
717	0.2549915866
718	0.2548272436
719	0.2546399215
720	0.2545622411
721	0.2544992128
722	0.2543994584
723	0.2542637094
724	0.2541963522
725	0.2540566501
726	0.253882003
727	0.2537033672
728	0.2536369699
729	0.2534626119
730	0.2533493317
731	0.2532376422
732	0.253198918
733	0.2529626506
734	0.252871761
735	0.2526949823
736	0.2526087523
737	0.2524720588
738	0.252351016
739	0.2521136378
740	0.251914146
741	0.2517605608
742	0.2515946521
743	0.2514989279
744	0.2512776891
745	0.2511662686
746	0.2510085997
747	0.2509588575
748	0.2508030958
749	0.2507533434
750	0.2506209709
751	0.2504975884
752	0.2502646715
753	0.2501366957
754	0.2499272345
755	0.2498190635
756	0.2497326611
757	0.2495554219
758	0.2494254487
759	0.2492595589
760	0.2490196404
761	0.2489145693
762	0.2487851022
763	0.2486363126
764	0.2485732968
765	0.2483672351
766	0.2482596778
767	0.2480373954
768	0.247919842
769	0.2477945841
770	0.2476689467
771	0.2474383197
772	0.2472643812
773	0.247160739
774	0.2470771136
775	0.2469658977
776	0.2468591692
777	0.2467858151
778	0.2466161642
779	0.2465359336
780	0.2464267701
781	0.2463262398
782	0.2462372155
783	0.2461104887
784	0.2459590582
785	0.2458663653
786	0.2457225699
787	0.2455590639
788	0.2454790551
789	0.2453573932
790	0.2452206206
791	0.2451252385
792	0.2450486618
793	0.2448729787
794	0.2447520493
795	0.2445600504
796	0.2445049699
797	0.2444275069
798	0.2443535553
799	0.2441436854
800	0.244047035
801	0.2439291552
802	0.243785921
803	0.2436726002
804	0.2435630399
805	0.2435172312
806	0.24332036
807	0.2432189111
808	0.2430828749
809	0.2429819842
810	0.2429035558
811	0.2428313363
812	0.2426901013
813	0.2426283497
814	0.2424390218
815	0.2422799771
816	0.2421506514
817	0.2420200231
818	0.2419668466
819	0.2418506524
820	0.2417528789
821	0.241644209
822	0.2414670399
823	0.2413220383
824	0.2411770073
825	0.2409856906
826	0.2409229379
827	0.240832144
828	0.2406816216
829	0.2406266665
830	0.2405628537
831	0.240471462
832	0.240237584
833	0.2401349707
834	0.2399941118
835	0.2398693157
836	0.2397877835
837	0.2396213861
838	0.2394908949
839	0.2394025135
840	0.2392502791
841	0.2391231279
842	0.2390357043
843	0.2388705085
844	0.2387871892
845	0.238727794
846	0.2384861099
847	0.2384336576
848	0.2383514423
849	0.2381918316
850	0.238128837
851	0.2380257579
852	0.2379431655
853	0.2378014262
854	0.237725294
855	0.2375677607
856	0.2374891055
857	0.2373820373
858	0.2372045191
859	0.23709209
860	0.2369257624
861	0.2367070605
862	0.2365259884
863	0.2363626223
864	0.236247505
865	0.2360906446
866	0.2359726798
867	0.2358105775
868	0.235615421
869	0.2355019876
870	0.2353854523
871	0.2352298064
872	0.2350605435
873	0.2348938484
874	0.2346812398
875	0.2345773242
876	0.2344603987
877	0.234284859
878	0.2342330661
879	0.2341076535
880	0.2340122568
881	0.2339082418
882	0.2338079724
883	0.2337083356
884	0.2335837731
885	0.2333984903
886	0.2332171623
887	0.2330478316
888	0.2328640231
889	0.2327212517
890	0.2326458463
891	0.2324788429
892	0.2322876204
893	0.2321461222
894	0.2320665094
895	0.231960292
896	0.2318715495
897	0.2317093096
898	0.2315279375
899	0.2314178277
900	0.2312766135
901	0.2311514794
902	0.2310011492
903	0.2308726282
904	0.2307650504
905	0.2306079863
906	0.2304797599
907	0.2304034542
908	0.2303374416
909	0.2302574265
910	0.230232782
911	0.2301046391
912	0.22996229
913	0.2299123211
914	0.2297553124
915	0.2296197453
916	0.2294850939
917	0.2293285333
918	0.2292235845
919	0.2290286379
920	0.2289496922
921	0.2288067885
922	0.2286569639
923	0.228467899
924	0.2282979393
925	0.2282058469
926	0.2280813385
927	0.2279045724
928	0.2278769874
929	0.2277245168
930	0.2276704855
931	0.2275405331
932	0.227384047
933	0.2272118296
934	0.2271294892
935	0.2269874216
936	0.2267888836
937	0.226624819
938	0.2265207102
939	0.2263824751
940	0.2261602041
941	0.2260548353
942	0.2258149852
943	0.2256181583
944	0.2254614334
945	0.2254214408
946	0.2253146313
947	0.2252643762
948	0.2251290578
949	0.2250730166
950	0.2249024304
951	0.22479191
952	0.2247150343
953	0.224515418
954	0.2244506847
955	0.2243659953
956	0.2242793646
957	0.2240203205
958	0.2238490203
959	0.2237224856
960	0.2236119618
961	0.2234834293
962	0.2234095727
963	0.223329292
964	0.2232647912
965	0.2230575378
966	0.2228443885
967	0.2227164648
968	0.2225235192
969	0.2224097289
970	0.2223151971
971	0.2222702015
972	0.2221426115
973	0.2219486229
974	0.2217930014
975	0.2217071637
976	0.2215532738
977	0.2214746894
978	0.2212156938
979	0.2211029476
980	0.220946461
981	0.2207839969
982	0.22064094
983	0.2206071857
984	0.2205075619
985	0.2204432957
986	0.2203776222
987	0.2202548662
988	0.2201062643
989	0.2199527898
990	0.2197505072
991	0.2195667899
992	0.2195148713
993	0.219430337
994	0.2192819317
995	0.2191060444
996	0.2188927671
997	0.2187100295
998	0.2185414871
999	0.2184443924
7

999	0.2111075892
